"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"25/10/2024","310","322","330","302","389,56M","-3,13%"
"24/10/2024","320","358","358","314","662,47M","-10,11%"
"23/10/2024","356","400","406","350","565,22M","-10,55%"
"22/10/2024","398","420","420","382","574,53M","-2,93%"
"21/10/2024","410","376","416","368","796,66M","11,41%"
"18/10/2024","368","332","398","330","885,64M","10,84%"
"17/10/2024","332","282","340","278","808,64M","18,57%"
"16/10/2024","280","274","280","270","223,96M","2,19%"
"15/10/2024","274","270","278","268","203,66M","1,48%"
"14/10/2024","270","266","270","262","180,56M","2,27%"
"11/10/2024","264","264","268","260","131,94M","0,76%"
"10/10/2024","262","272","272","260","175,20M","-2,96%"
"09/10/2024","270","268","274","266","158,55M","0,75%"
"08/10/2024","268","276","280","266","218,65M","-2,90%"
"07/10/2024","276","282","284","272","138,25M","-2,13%"
"04/10/2024","282","282","284","276","128,48M","0,71%"
"03/10/2024","280","284","296","278","259,07M","-1,41%"
"02/10/2024","284","280","316","276","535,63M","1,43%"
"01/10/2024","280","276","280","272","212,99M","1,45%"
"30/09/2024","276","270","280","266","254,47M","2,22%"
"27/09/2024","270","280","282","264","175,30M","-2,88%"
"26/09/2024","278","280","284","274","227,11M","-0,71%"
"25/09/2024","280","276","286","274","336,31M","2,19%"
"24/09/2024","274","268","280","260","287,43M","3,01%"
"23/09/2024","266","262","274","260","251,91M","1,53%"
"20/09/2024","262","266","272","258","194,74M","-1,50%"
"19/09/2024","266","268","272","256","260,33M","0,00%"
"18/09/2024","266","286","290","262","300,37M","-6,34%"
"17/09/2024","284","266","288","260","360,70M","7,58%"
"13/09/2024","264","272","282","252","354,82M","-2,22%"
"12/09/2024","270","296","300","266","309,15M","-8,16%"
"11/09/2024","294","286","304","274","620,67M","2,08%"
"10/09/2024","288","238","294","232","611,94M","22,03%"
"09/09/2024","236","230","238","224","148,75M","2,61%"
"06/09/2024","230","236","240","226","137,15M","-2,54%"
"05/09/2024","236","236","242","230","139,51M","0,00%"
"04/09/2024","236","230","244","226","215,97M","2,61%"
"03/09/2024","230","232","234","224","138,10M","0,00%"
"02/09/2024","230","240","244","228","149,26M","-4,17%"
"30/08/2024","240","230","242","218","250,00M","4,35%"
"29/08/2024","230","234","240","228","147,22M","-1,71%"
"28/08/2024","234","220","240","216","215,90M","6,36%"
"27/08/2024","220","224","226","214","140,68M","-1,79%"
"26/08/2024","224","226","228","220","143,98M","0,00%"
"23/08/2024","224","222","228","220","138,00M","1,82%"
"22/08/2024","220","222","228","218","166,74M","-0,90%"
"21/08/2024","222","238","242","218","220,99M","-6,72%"
"20/08/2024","238","240","244","234","129,99M","0,00%"
"19/08/2024","238","240","244","234","141,87M","1,71%"
"16/08/2024","234","244","248","232","154,92M","-4,10%"
"15/08/2024","244","236","248","230","172,30M","4,27%"
"14/08/2024","234","240","244","232","134,72M","-2,50%"
"13/08/2024","240","252","258","228","176,74M","-4,00%"
"12/08/2024","250","250","256","242","127,10M","0,81%"
"09/08/2024","248","252","264","240","231,51M","-0,80%"
"08/08/2024","250","224","254","216","310,94M","11,61%"
"07/08/2024","224","214","224","210","150,84M","5,66%"
"06/08/2024","212","210","220","208","142,45M","1,92%"
"05/08/2024","208","222","222","206","240,53M","-7,14%"
"02/08/2024","224","218","228","214","173,56M","2,75%"
"01/08/2024","218","222","224","212","149,11M","-0,91%"
"31/07/2024","220","208","222","202","186,52M","6,80%"
"30/07/2024","206","218","218","202","157,01M","-4,63%"
"29/07/2024","216","204","222","204","188,67M","6,93%"
"26/07/2024","202","206","220","202","162,00M","-1,94%"
"25/07/2024","206","210","216","200","204,45M","-2,83%"
"24/07/2024","212","194","212","193","159,30M","9,28%"
"23/07/2024","194","178","196","175","184,64M","8,99%"
"22/07/2024","178","180","181","173","119,92M","-1,11%"
"19/07/2024","180","194","195","179","151,27M","-8,16%"
"18/07/2024","196","194","198","190","199,37M","1,03%"
"17/07/2024","194","193","196","186","257,34M","4,86%"
"16/07/2024","185","175","193","174","264,32M","6,32%"
"15/07/2024","174","176","180","170","123,03M","-1,14%"
"12/07/2024","176","192","195","173","211,81M","-7,85%"
"11/07/2024","191","164","198","164","303,55M","17,18%"
"10/07/2024","163","160","165","155","136,78M","2,52%"
"09/07/2024","159","160","161","154","86,68M","-0,63%"
"08/07/2024","160","161","163","157","96,49M","-0,62%"
"05/07/2024","161","160","164","155","99,56M","0,63%"
"04/07/2024","160","158","160","155","105,57M","1,91%"
"03/07/2024","157","155","158","152","109,57M","1,29%"
"02/07/2024","155","162","163","152","133,92M","-3,73%"
"01/07/2024","161","155","165","150","154,62M","3,87%"
"28/06/2024","155","149","155","144","125,42M","4,73%"
"27/06/2024","148","144","150","141","131,76M","3,50%"
"26/06/2024","143","145","146","140","86,76M","-1,38%"
"25/06/2024","145","143","147","142","82,29M","2,11%"
"24/06/2024","142","143","145","140","77,82M","-0,70%"
"21/06/2024","143","152","154","140","106,18M","-5,30%"
"20/06/2024","151","144","151","140","95,38M","4,86%"
"19/06/2024","144","139","146","137","87,51M","3,60%"
"14/06/2024","139","138","141","136","77,01M","0,72%"
"13/06/2024","138","140","143","136","73,49M","-1,43%"
"12/06/2024","140","154","156","139","81,75M","-9,68%"
"11/06/2024","155","155","158","151","67,17M","0,00%"
"10/06/2024","155","162","163","154","68,20M","-3,73%"
"07/06/2024","161","167","168","160","65,26M","-3,01%"
"06/06/2024","166","168","170","163","70,64M","0,00%"
"05/06/2024","166","161","173","158","129,26M","3,11%"
"04/06/2024","161","152","165","150","121,24M","5,92%"
"03/06/2024","152","156","158","150","68,59M","-2,56%"
"31/05/2024","156","155","157","150","85,27M","1,30%"
"30/05/2024","154","150","154","147","112,57M","3,36%"
"29/05/2024","149","148","153","145","88,67M","0,68%"
"28/05/2024","148","155","157","147","68,54M","-4,52%"
"27/05/2024","155","161","164","152","68,89M","-3,73%"
"22/05/2024","161","164","166","158","68,45M","-1,23%"
"21/05/2024","163","162","166","159","74,99M","1,24%"
"20/05/2024","161","162","166","159","76,43M","0,00%"
"17/05/2024","161","162","163","158","69,08M","0,00%"
"16/05/2024","161","165","168","160","67,17M","-1,23%"
"15/05/2024","163","154","165","154","113,83M","5,84%"
"14/05/2024","154","151","155","148","77,45M","1,99%"
"13/05/2024","151","151","157","147","95,59M","0,67%"
"08/05/2024","150","174","175","147","72,00M","-13,79%"
"07/05/2024","174","167","176","167","108,01M","4,19%"
"06/05/2024","167","165","170","156","65,18M","1,21%"
"03/05/2024","165","181","182","137","123,44M","-8,33%"
"02/05/2024","180","169","182","169","60,92M","0,56%"
"30/04/2024","179","170","186","170","64,52M","-0,56%"
"29/04/2024","180","166","184","166","81,72M","2,27%"
"26/04/2024","176","164","181","164","79,28M","1,15%"
"25/04/2024","174","166","177","166","72,12M","-0,57%"
"24/04/2024","175","174","178","171","80,68M","0,57%"
"23/04/2024","174","173","185","173","61,24M","-4,40%"
"22/04/2024","182","180","190","180","55,09M","-3,70%"
"19/04/2024","189","188","193","186","59,66M","1,61%"
"18/04/2024","186","189","192","184","54,42M","-1,59%"
"17/04/2024","189","197","198","188","55,36M","-3,57%"
"16/04/2024","196","178","199","178","80,07M","10,11%"
"05/04/2024","178","175","183","171","87,19M","0,56%"
"04/04/2024","177","168","180","167","63,61M","0,00%"
"03/04/2024","177","198","198","177","71,33M","-8,76%"
"02/04/2024","194","189","199","179","62,03M","3,74%"
"01/04/2024","187","210","214","164","160,37M","-10,95%"
"28/03/2024","210","202","212","202","90,39M","3,96%"
"27/03/2024","202","200","204","198","75,28M","1,00%"
"26/03/2024","200","200","202","196","68,22M","0,00%"
"25/03/2024","200","202","204","197","58,33M","-0,99%"
"22/03/2024","202","202","204","196","60,72M","0,00%"
"21/03/2024","202","210","210","193","80,38M","1,00%"
"20/03/2024","200","202","204","198","64,20M","0,00%"
"19/03/2024","200","194","204","193","89,40M","3,63%"
"18/03/2024","193","191","194","180","67,72M","1,05%"
"15/03/2024","191","197","199","190","84,47M","-3,05%"
"14/03/2024","197","196","202","193","79,28M","0,51%"
"13/03/2024","196","199","200","190","65,64M","-1,01%"
"08/03/2024","198","194","202","190","91,22M","2,06%"
"07/03/2024","194","189","195","184","93,97M","2,11%"
"05/03/2024","190","179","190","177","116,20M","6,15%"
"04/03/2024","179","181","186","177","61,42M","0,00%"
"01/03/2024","179","171","194","170","188,80M","4,68%"
"29/02/2024","171","158","176","157","129,56M","8,23%"
"28/02/2024","158","157","159","154","70,08M","0,64%"
"27/02/2024","157","156","159","151","121,13M","0,64%"
"26/02/2024","156","158","158","153","66,59M","0,00%"
"23/02/2024","156","153","160","150","80,58M","1,30%"
"22/02/2024","154","154","156","149","70,42M","0,65%"
"21/02/2024","153","148","161","145","125,09M","3,38%"
"20/02/2024","148","148","149","144","78,19M","0,68%"
"19/02/2024","147","147","149","144","71,43M","0,68%"
"16/02/2024","146","146","148","140","74,88M","0,69%"
"15/02/2024","145","143","150","138","86,42M","1,40%"
"13/02/2024","143","149","150","142","73,13M","-2,72%"
"12/02/2024","147","146","152","143","76,70M","0,68%"
"07/02/2024","146","146","150","137","115,61M","0,69%"
"06/02/2024","145","135","147","130","192,08M","9,02%"
"05/02/2024","133","126","133","124","95,27M","5,56%"
"02/02/2024","126","127","134","124","86,30M","1,61%"
"01/02/2024","124","122","137","122","182,10M","-5,34%"
"31/01/2024","131","111","135","111","362,28M","8,26%"
"30/01/2024","121","117","127","113","222,13M","3,42%"
"29/01/2024","117","100","117","100","119,87M","14,71%"
"26/01/2024","102","106","108","100","35,52M","-2,86%"
"25/01/2024","105","102","110","97","103,06M","3,96%"
"24/01/2024","101","97","122","94","348,63M","5,21%"
"23/01/2024","96","91","96","90","25,69M","5,49%"
"22/01/2024","91","90","92","90","6,97M","1,11%"
"19/01/2024","90","91","91","89","2,03M","0,00%"
"18/01/2024","90","90","91","89","2,60M","0,00%"
"17/01/2024","90","89","91","88","2,02M","1,12%"
"16/01/2024","89","89","90","89","3,21M","0,00%"
"15/01/2024","89","89","91","89","2,09M","0,00%"
"12/01/2024","89","90","91","89","1,44M","-1,11%"
"11/01/2024","90","90","91","89","3,00M","0,00%"
"10/01/2024","90","90","91","89","4,01M","0,00%"
"09/01/2024","90","91","91","90","1,20M","0,00%"
"08/01/2024","90","91","93","90","2,73M","-2,17%"
"05/01/2024","92","92","92","90","1,51M","1,10%"
"04/01/2024","91","92","92","90","2,22M","-1,09%"
"03/01/2024","92","92","93","90","10,41M","0,00%"
"02/01/2024","92","88","95","88","17,59M","4,55%"
"29/12/2023","88","91","92","88","3,92M","-3,30%"
"28/12/2023","91","90","92","90","4,48M","1,11%"
"27/12/2023","90","91","93","89","6,85M","-1,10%"
"22/12/2023","91","89","92","89","8,58M","3,41%"
"21/12/2023","88","88","90","88","1,27M","0,00%"
"20/12/2023","88","88","90","88","1,66M","1,15%"
"19/12/2023","87","87","89","87","1,25M","0,00%"
"18/12/2023","87","88","90","87","3,94M","-1,14%"
"15/12/2023","88","90","91","87","3,76M","0,00%"
"14/12/2023","88","87","90","87","2,04M","2,33%"
"13/12/2023","86","88","88","86","1,24M","-2,27%"
"12/12/2023","88","88","88","86","2,77M","0,00%"
"11/12/2023","88","88","89","86","4,35M","1,15%"
"08/12/2023","87","89","90","87","7,03M","-1,14%"
"07/12/2023","88","90","91","88","5,08M","-2,22%"
"06/12/2023","90","92","93","90","9,41M","-1,10%"
"05/12/2023","91","92","93","90","8,14M","0,00%"
"04/12/2023","91","89","95","89","21,64M","3,41%"
"01/12/2023","88","89","90","88","4,90M","0,00%"
"30/11/2023","88","90","91","88","3,88M","-1,12%"
"29/11/2023","89","90","93","88","26,27M","1,14%"
"28/11/2023","88","86","89","86","8,25M","2,33%"
"27/11/2023","86","85","87","84","5,01M","1,18%"
"24/11/2023","85","86","87","85","1,15M","0,00%"
"23/11/2023","85","85","86","84","2,66M","-1,16%"
"22/11/2023","86","86","86","84","1,16M","1,18%"
"21/11/2023","85","87","87","84","4,73M","-2,30%"
"20/11/2023","87","87","87","86","2,11M","0,00%"
"17/11/2023","87","88","88","86","918,10K","0,00%"
"16/11/2023","87","87","88","86","2,90M","1,16%"
"15/11/2023","86","86","87","85","1,73M","0,00%"
"14/11/2023","86","86","87","85","249,30K","0,00%"
"13/11/2023","86","86","87","85","1,56M","1,18%"
"10/11/2023","85","85","86","85","1,09M","-1,16%"
"09/11/2023","86","87","88","84","6,13M","-1,15%"
"08/11/2023","87","87","89","86","4,41M","1,16%"
"07/11/2023","86","91","91","85","7,74M","-4,44%"
"06/11/2023","90","89","91","89","3,44M","1,12%"
"03/11/2023","89","90","91","88","8,61M","0,00%"
"02/11/2023","89","90","94","88","38,52M","0,00%"
"01/11/2023","89","88","90","87","4,15M","1,14%"
"31/10/2023","88","89","90","87","4,52M","0,00%"
"30/10/2023","88","93","96","87","9,61M","-1,12%"
"27/10/2023","89","92","93","89","7,73M","-3,26%"
"26/10/2023","92","86","92","85","33,34M","6,98%"
"25/10/2023","86","86","87","86","2,28M","0,00%"
"24/10/2023","86","86","87","85","1,81M","1,18%"
"23/10/2023","85","86","87","85","1,89M","-1,16%"
"20/10/2023","86","85","87","85","3,59M","1,18%"
"19/10/2023","85","86","86","84","3,32M","0,00%"
"18/10/2023","85","85","88","85","3,22M","0,00%"
"17/10/2023","85","88","88","85","4,49M","-1,16%"
"16/10/2023","86","86","92","85","33,28M","2,38%"
"13/10/2023","84","86","86","84","2,32M","-1,18%"
"12/10/2023","85","86","87","85","2,54M","0,00%"
"11/10/2023","85","87","87","85","1,43M","-2,30%"
"10/10/2023","87","87","87","84","3,03M","1,16%"
"09/10/2023","86","83","87","83","7,08M","3,61%"
"06/10/2023","83","74","85","74","2,07M","-1,19%"
"05/10/2023","84","86","87","83","2,54M","-1,18%"
"04/10/2023","85","86","87","85","2,08M","-1,16%"
"03/10/2023","86","87","88","86","1,51M","0,00%"
"02/10/2023","86","87","88","86","2,64M","0,00%"
"29/09/2023","86","86","88","86","2,70M","-1,15%"
"27/09/2023","87","86","88","86","848,30K","1,16%"
"26/09/2023","86","87","89","86","2,02M","-2,27%"
"25/09/2023","88","87","88","86","2,75M","2,33%"
"22/09/2023","86","87","87","86","900,40K","0,00%"
"21/09/2023","86","87","87","85","623,20K","-1,15%"
"20/09/2023","87","85","87","85","3,03M","2,35%"
"19/09/2023","85","85","86","84","1,25M","0,00%"
"18/09/2023","85","85","86","85","936,70K","0,00%"
"15/09/2023","85","86","87","85","2,35M","-1,16%"
"14/09/2023","86","85","87","85","705,00K","1,18%"
"13/09/2023","85","86","86","85","934,40K","-1,16%"
"12/09/2023","86","85","87","85","1,53M","0,00%"
"11/09/2023","86","85","86","84","1,53M","1,18%"
"08/09/2023","85","86","87","84","2,15M","0,00%"
"07/09/2023","85","86","87","85","1,16M","-1,16%"
"06/09/2023","86","87","87","85","1,24M","-1,15%"
"05/09/2023","87","87","87","85","2,05M","1,16%"
"04/09/2023","86","88","88","86","1,51M","-1,15%"
"01/09/2023","87","88","88","86","1,31M","-1,14%"
"31/08/2023","88","89","90","87","2,98M","-1,12%"
"30/08/2023","89","88","91","87","13,18M","2,30%"
"29/08/2023","87","87","90","85","19,28M","0,00%"
"28/08/2023","87","87","88","85","2,36M","0,00%"
"25/08/2023","87","88","92","86","18,45M","-1,14%"
"24/08/2023","88","85","88","85","1,99M","1,15%"
"23/08/2023","87","88","88","87","1,41M","-1,14%"
"22/08/2023","88","88","89","87","1,66M","0,00%"
"21/08/2023","88","90","90","85","10,05M","-1,12%"
"18/08/2023","89","90","91","89","2,00M","-1,11%"
"16/08/2023","90","90","90","88","1,89M","1,12%"
"15/08/2023","89","90","91","89","2,20M","0,00%"
"14/08/2023","89","91","91","89","2,19M","-1,11%"
"11/08/2023","90","89","90","89","2,30M","1,12%"
"10/08/2023","89","88","90","88","1,68M","1,14%"
"09/08/2023","88","89","90","87","5,38M","0,00%"
"08/08/2023","88","88","90","87","2,69M","1,15%"
"07/08/2023","87","88","90","87","3,15M","-1,14%"
"04/08/2023","88","89","90","87","2,48M","0,00%"
"03/08/2023","88","90","90","88","1,53M","-1,12%"
"02/08/2023","89","91","91","87","5,01M","-1,11%"
"01/08/2023","90","94","95","90","34,91M","-3,23%"
"31/07/2023","93","90","95","88","27,24M","4,49%"
"28/07/2023","89","90","91","88","2,00M","-1,11%"
"27/07/2023","90","91","93","89","3,06M","0,00%"
"26/07/2023","90","85","92","85","7,71M","2,27%"
"25/07/2023","88","92","93","86","10,73M","-4,35%"
"24/07/2023","92","93","94","91","3,12M","-1,08%"
"21/07/2023","93","93","94","92","4,68M","0,00%"
"20/07/2023","93","92","97","92","23,09M","0,00%"
"18/07/2023","93","89","95","87","44,23M","5,68%"
"17/07/2023","88","91","91","88","3,51M","-2,22%"
"14/07/2023","90","94","94","90","9,14M","-2,17%"
"13/07/2023","92","86","92","86","17,17M","8,24%"
"12/07/2023","85","86","87","85","3,18M","0,00%"
"11/07/2023","85","85","86","84","2,46M","1,19%"
"10/07/2023","84","84","85","84","2,20M","0,00%"
"07/07/2023","84","85","86","84","3,94M","-1,18%"
"06/07/2023","85","86","86","84","4,53M","0,00%"
"05/07/2023","85","85","86","84","1,85M","0,00%"
"04/07/2023","85","83","85","82","3,30M","2,41%"
"03/07/2023","83","83","84","83","2,33M","0,00%"
"27/06/2023","83","85","85","83","4,10M","-2,35%"
"26/06/2023","85","85","86","84","2,40M","0,00%"
"23/06/2023","85","85","89","84","16,97M","0,00%"
"22/06/2023","85","86","88","84","3,97M","0,00%"
"21/06/2023","85","85","90","84","22,45M","0,00%"
"20/06/2023","85","86","86","84","2,13M","0,00%"
"19/06/2023","85","87","88","84","7,46M","-2,30%"
"16/06/2023","87","84","89","83","13,94M","3,57%"
"15/06/2023","84","85","86","84","2,72M","-1,18%"
"14/06/2023","85","84","86","82","3,31M","1,19%"
"13/06/2023","84","86","87","84","2,38M","-1,18%"
"12/06/2023","85","87","89","84","15,38M","-1,16%"
"09/06/2023","86","88","88","85","9,88M","-1,15%"
"08/06/2023","87","88","88","85","2,26M","0,00%"
"07/06/2023","87","87","87","85","1,84M","0,00%"
"06/06/2023","87","85","87","84","2,16M","3,57%"
"05/06/2023","84","87","88","81","8,50M","-3,45%"
"31/05/2023","87","90","90","86","3,88M","-2,25%"
"30/05/2023","89","93","95","89","15,02M","-3,26%"
"29/05/2023","92","88","93","86","14,46M","3,37%"
"26/05/2023","89","90","91","88","2,85M","-1,11%"
"25/05/2023","90","91","91","89","1,90M","0,00%"
"24/05/2023","90","89","94","88","15,50M","1,12%"
"23/05/2023","89","91","93","88","2,70M","0,00%"
"22/05/2023","89","89","91","89","2,83M","0,00%"
"19/05/2023","89","94","95","89","8,83M","-4,30%"
"17/05/2023","93","95","95","92","4,74M","-2,11%"
"16/05/2023","95","96","97","95","3,51M","-1,04%"
"15/05/2023","96","96","98","95","3,82M","0,00%"
"12/05/2023","96","98","98","96","4,30M","-2,04%"
"11/05/2023","98","100","100","96","7,45M","-2,00%"
"10/05/2023","100","100","104","98","16,98M","1,01%"
"09/05/2023","99","100","100","98","3,93M","0,00%"
"08/05/2023","99","100","101","97","11,10M","-1,00%"
"05/05/2023","100","103","104","99","9,77M","-1,96%"
"04/05/2023","102","106","107","101","29,27M","-0,97%"
"03/05/2023","103","98","104","98","43,46M","6,19%"
"02/05/2023","97","99","100","96","6,90M","-2,02%"
"28/04/2023","99","102","104","99","10,55M","-1,98%"
"27/04/2023","101","100","104","98","15,89M","2,02%"
"26/04/2023","99","98","99","96","7,44M","2,06%"
"18/04/2023","97","103","104","97","18,67M","-5,83%"
"17/04/2023","103","105","106","101","13,51M","-2,83%"
"14/04/2023","106","107","113","105","89,61M","0,95%"
"13/04/2023","105","105","107","102","9,01M","0,00%"
"12/04/2023","105","108","112","104","35,15M","-2,78%"
"11/04/2023","108","104","109","102","27,32M","4,85%"
"10/04/2023","103","102","106","100","22,18M","0,00%"
"06/04/2023","103","110","110","102","45,35M","-5,50%"
"05/04/2023","109","98","118","98","212,94M","13,54%"
"04/04/2023","96","98","99","96","5,81M","-1,03%"
"03/04/2023","97","99","100","97","3,75M","-2,02%"
"31/03/2023","99","100","106","98","22,35M","0,00%"
"30/03/2023","99","99","101","97","5,31M","0,00%"
"29/03/2023","99","99","100","97","7,01M","1,02%"
"28/03/2023","98","97","103","94","30,86M","2,08%"
"27/03/2023","96","101","102","96","11,59M","-4,95%"
"24/03/2023","101","104","106","99","15,47M","-0,98%"
"21/03/2023","102","105","107","101","18,15M","-3,77%"
"20/03/2023","106","95","106","95","49,02M","13,98%"
"17/03/2023","93","91","95","90","3,46M","2,20%"
"16/03/2023","91","95","96","91","5,02M","-3,19%"
"15/03/2023","94","96","98","93","5,65M","-1,05%"
"14/03/2023","95","99","103","95","17,23M","-3,06%"
"13/03/2023","98","98","104","95","43,41M","1,03%"
"10/03/2023","97","99","99","96","2,81M","-2,02%"
"09/03/2023","99","97","101","97","3,23M","2,06%"
"08/03/2023","97","99","99","97","5,65M","-2,02%"
"07/03/2023","99","104","105","98","25,85M","-5,71%"
"06/03/2023","105","106","106","103","5,25M","0,00%"
"03/03/2023","105","107","107","104","3,86M","-0,94%"
"02/03/2023","106","105","107","105","4,78M","0,95%"
"01/03/2023","105","105","107","104","4,70M","0,00%"
"28/02/2023","105","108","108","104","10,91M","-2,78%"
"27/02/2023","108","106","111","106","26,93M","1,89%"
"24/02/2023","106","106","108","105","6,87M","0,95%"
"23/02/2023","105","108","111","104","25,80M","-2,78%"
"22/02/2023","108","108","109","105","7,48M","0,00%"
"21/02/2023","108","110","112","107","15,16M","-0,92%"
"20/02/2023","109","106","110","106","13,53M","0,93%"
"17/02/2023","108","114","115","107","36,32M","-5,26%"
"16/02/2023","114","122","124","113","49,77M","-5,79%"
"15/02/2023","121","120","122","119","9,78M","0,83%"
"14/02/2023","120","122","123","119","11,41M","-1,64%"
"13/02/2023","122","121","126","119","51,74M","1,67%"
"10/02/2023","120","122","122","118","12,09M","-1,64%"
"09/02/2023","122","126","126","121","17,19M","-1,61%"
"08/02/2023","124","127","129","124","18,85M","-2,36%"
"07/02/2023","127","125","132","122","59,90M","3,25%"
"06/02/2023","123","125","127","118","21,22M","-1,60%"
"03/02/2023","125","132","132","123","31,87M","-5,30%"
"02/02/2023","132","128","135","127","52,12M","4,76%"
"01/02/2023","126","125","129","125","19,98M","1,61%"
